StuID,StuName,ClassID,WechatID
201416920101,周楚君,软件工程1401,wfsf_135
201416920102,王曦,软件工程1401,wfsf_136
201416920104,李誉凯,软件工程1401,wfsf_137
201416920105,陈正航,软件工程1401,wfsf_138
201416920106,苏有朋,软件工程1401,wfsf_139
