StuID,StuName,ClassID,WechatID
201416920508,绳金涛,软件工程1404,wfsf_105
201416920509,崔金涛,软件工程1404,wfsf_106
201416920510,吕国峰,软件工程1404,wfsf_107
201416920511,唐蕴梦,软件工程1404,wfsf_108
201416920512,张旭东,软件工程1404,wfsf_109
